player,elo_global,elo_clay,elo_hard,elo_grass
Wannasuk N.,1509.2744205276304,1500.0,1506.499801331951,1500.0
Pfizenmaier D.,1509.248810066961,1505.7277481903402,1464.313569733576,1466.8926929510599
Witthoeft C.,1508.98013705956,1423.29287816438,1582.1900349210966,1485.1318453287377
Morvayova V.,1508.86225275287,1500.0,1505.8931390043401,1500.0
Lumsden M.,1508.8566896418538,1500.0,1500.0,1502.1852340264631
Zidansek T.,1508.8530069360213,1588.51802572596,1460.3514624978245,1468.9725309744424
Gasanova A.,1508.6264504378964,1456.4038485844983,1564.6241665750854,1457.0910319747202
Lisicki S.,1508.5661873370532,1465.018795322238,1565.6460003655814,1625.7510672525948
Branstine C.,1508.5558712819607,1500.0,1492.4765857026043,1492.783486908287
Noha Akugue N.,1508.3008038257597,1516.641240853306,1485.6146735648686,1500.0
Sebov K.,1508.1831694478628,1489.8402320360733,1499.036920633035,1500.0
Brace C.,1508.0794464219086,1500.0,1503.215524572613,1500.0
Sharma A.,1507.7949816165271,1539.26386022703,1396.7508168334973,1433.941321731739
Zhang K-L.,1507.7660855340134,1500.0,1505.020154463227,1500.0
Di Giuseppe M.,1507.5899492820902,1515.006216330002,1488.4851502910292,1480.0
Larriere V.,1507.3949547815705,1485.6630986419873,1515.7396078337883,1500.0
Gibbs N.,1507.0514465131125,1420.1148184210283,1500.1686487290365,1431.198429721194
Pavlyuchen. A.,1506.844604710678,1500.0,1505.4098381801255,1500.0
Perianu A.,1506.4761990222742,1500.0,1507.0633652656652,1500.0
Yamalapalli S.,1506.4237097695172,1500.0,1505.3840073025956,1500.0
Bukta A.,1506.1274098209162,1502.2260421551566,1500.0,1500.0
Peschke K.,1505.7345903751936,1501.953281193161,1500.0,1500.0
Hon P.,1505.6606319023422,1506.6863339196998,1479.5106909761341,1447.5265305405699
Naef C.,1505.4150144852053,1488.8264226996423,1478.7313639755948,1507.841307877513
Minnen G.,1505.2089350287592,1400.8892075420208,1479.0803633719413,1495.1229091976418
Broady N.,1505.1550972449108,1468.186789453704,1528.3060146010487,1315.9801813927706
Mijacika A.,1505.0952360062715,1498.3254491974942,1500.0,1500.0
Haynes A.,1504.884313067333,1486.9434934679837,1521.816137892876,1500.0
Osorio Serrano M.C.,1504.56212981714,1498.3277943217142,1500.0,1500.0
Paar L.I.,1504.5245359899097,1502.573006885033,1500.0,1500.0
Lee S.R.,1504.4983909155733,1500.0,1492.9533207038348,1500.0
Volynets K.,1504.3740955375245,1470.585870338548,1458.0290977364289,1423.4732035969962
Werner C.,1504.3200353117275,1507.397046435427,1486.127699831893,1500.0
Scholl C.,1504.0051570733217,1496.706094879363,1500.0,1500.0
Routliffe E.,1503.6241369547963,1508.0386805863652,1485.2983454846506,1500.0
Abramovic M.,1503.4433685058016,1500.0,1498.529178552677,1500.0
Pieri T.,1503.1954341331154,1500.1068744905178,1500.0,1500.0
Khazaniuk D.,1503.0058298032961,1500.0,1502.0831952330084,1500.0
Cabeza-Candela E.,1502.99540158739,1507.9186298946693,1505.7900346959304,1481.6659509081207
Rus A.,1502.5413359720922,1521.2823255408882,1450.872531012803,1365.9815190839631
Schaefer A.,1502.4507615045156,1502.2553855921433,1500.0,1500.0
Zhang Yi.,1502.364295777964,1500.0,1500.7007525853717,1500.0
