player,winrate_last10
Sultan-Khalfan A.,0.35
Summerer T.,0.375
Sun P.,0.4761904761904761
Suzuki T.,0.5635547201336675
Svajda T.,0.4444444444444444
Svajda Z.,0.35
Svrcina D.,0.35
Sweeny D.,0.4375
Sweeting R.,0.4576940035273369
Syed F.,0.4444444444444444
Tabara M.,0.5967592592592593
Taberner C.,0.6444444444444445
Tabilo A.,0.6318287037037037
Tabur C.,0.5555555555555556
Taino E.,0.4375
Takahashi Y.,0.5714285714285714
Tarango J.,0.45039682539682535
Te R.,0.35
Tearney F.,0.35
Tepavac M.,0.35
Terachi T.,0.35
Thiem D.,0.5515504827360498
Thiem D. ,0.5
Thomann N.,0.375
Thomas J.,0.4285714285714285
Thompson J.,0.5039592352092352
Tiafoe F.,0.49393004115226335
Tien L.,0.6096296296296296
Tipsarevic J.,0.5152905198776758
Tipsarevic J. ,0.38888888888888884
Tirante T.A.,0.4583333333333333
Tomashevich D.,0.5714285714285714
Tomic B.,0.509035409035409
Torpegaard M.,0.4444444444444444
Travaglia S.,0.5031565656565656
Troicki V.,0.5197080291970804
Troicki V. ,0.35
Trotter J.K.,0.35
Trungelliti M.,0.35
Tseng C. H.,0.35
Tseng C.H.,0.35
Tsitsipas P.,0.35
Tsitsipas S.,0.612873999157185
Tsitsipas S. ,0.6666666666666666
Tsonga J.W.,0.6722573839662448
Tsonga J.W. ,0.6666666666666666
Tu L.,0.35
Tursunov D.,0.4592716600529101
Uchida K.,0.4444444444444444
Uchiyama Y.,0.3626068376068376
Udomchoke D.,0.35
Ugo Carabelli C.,0.35
Ulihrach B.,0.5545751633986927
Ungur A.,0.5555555555555556
Uppal V.,0.625
Vacek D.,0.6190476190476191
Vacek J.,0.6535409035409034
Vacherot V.,0.4920634920634921
Vahaly B.,0.5263227513227513
Valkusz M.,0.35
Van Assche L.,0.35
Van De Zandschulp B.,0.4821802935010482
Van Der Merwe I.,0.4444444444444444
Van Lottum J.,0.75
Van Rijthoven T.,0.6666666666666666
Van der Merwe I.,0.7142857142857143
Vanek J.,0.45511204481792716
Vanni L.,0.4
Vardhan V.,0.375
Varillas J.P.,0.35
Varlet J.,0.35
Vassallo-Arguello M.,0.35
Vassallo-Arguello M. ,0.35
Vatutin A.,0.35
Vavassori A.,0.35
Veger F.,0.35
Veic A.,0.3933673469387755
Vemic D.,0.35
Ventura S.,0.35
Venus M.,0.35
Verdasco F.,0.5054307116104869
Verdasco F. ,0.6111111111111112
Verkerk M.,0.5388888888888889
Vesely J.,0.49693486590038316
Vicente F.,0.3975308641975308
Vico U.,0.35
Vik R.,0.35
Vilella Martinez M.,0.4884259259259259
Villanueva G.,0.5
Vinciguerra A.,0.535808767951625
Vinck C.,0.3555555555555555
Viola M.,0.4375
Virtanen O.,0.3794642857142857
Vliegen K.,0.5603174603174603
Voinea A.,0.5008547008547009
Volandri F.,0.35
Voltchkov V.,0.37878787878787884
Vrbensky M.,0.6666666666666666
Vukic A.,0.39166666666666666
Walton A.,0.35
Wang C.,0.38888888888888884
Wang Y.Jr.,0.5
Wang Y.T.,0.4397321428571428
Warburg S.,0.35
Ward J.,0.35
Washington M.,0.35
Waske A.,0.35
Watanuki Y.,0.46222222222222226
Wawrinka S.,0.6262626262626262
Wawrinka S. ,0.35
Weiner G.,0.5277777777777778
Weintraub A.,0.35416666666666663
Wessels P.,0.4942708333333333
Whitehouse W.,0.35
Widom T.,0.35
Williams R.,0.35
Willman D.,0.35
Witten J.,0.35
Wolf J.J.,0.6120199692780338
Wolmarans F.,0.35
Wong C.,0.35
Woodbridge T.,0.35
Woodruff C.,0.45153061224489793
Wu D.,0.35
Wu T.L.,0.35
Wu Y.,0.47630718954248363
Yang T.H.,0.6666666666666666
Yani M.,0.5625
Yevseyev D.,0.4285714285714285
Ymer E.,0.35
Ymer M.,0.53584229390681
Yoon Y.,0.4444444444444444
Young D.,0.44725975975975973
Youzhny A.,0.35
Youzhny M.,0.538250319284802
Youzhny M. ,0.4222222222222222
Yu X.Y.,0.5625
Yuksel A.,0.5714285714285714
Zabaleta M.,0.4705146705146705
Zapata Miralles B.,0.35
Zayed M. S.,0.35
Zayid M.,0.35
Zayid M. S.,0.35
Zayid M.S.,0.35
Zeballos H.,0.36330049261083747
Zeballos H. ,0.4444444444444444
Zemlja G.,0.42948717948717946
Zeng S.X.,0.35
Zeppieri G.,0.35
Zhang Z.,0.35
Zhang Ze,0.35
Zhang Ze.,0.35
Zhang Zh.,0.35
Zhou Y.,0.35
Zhukayev B.,0.35
Zib T.,0.37820020481310807
Zimonjic N.,0.35
Zitko R.,0.35
Zopp J.,0.35
Zovko L.,0.35
Zuk K.,0.35
Zverev A.,0.7208924629454431
Zverev A. ,0.6666666666666666
Zverev M.,0.35
de Chaunac S.,0.35
de Voest R.,0.35
di Mauro A.,0.375
di Pasquale A.,0.36688311688311687
van Lottum J.,0.5185185185185185
van Scheppingen D.,0.3827160493827161
